PatientID,LastName,FirstName,City,ZipCode,BirthDate,Phone,Center,Balance,DaysLate
1640,Park,Jovanny,Hewitt,76643,9/10/1958,254-486-4727,30,8492.26,30
1187,Stephenson,Paxton,Waco,76702,5/8/1963,254-737-8862,20,0,0
1265,Moreno,Jaidyn,Woodway,76712,11/7/1980,254-876-6397,30,6185.77,30
1505,Kramer,Emerson,Bellmead,76715,5/22/1953,254-386-2784,10,3253.63,0
1682,Riddle,Lucy,Hewitt,76643,10/22/1994,358-291-9995,30,3399.13,60
1342,McGowan,Leonardo,Woodway,76712,6/17/1999,254-385-2076,30,5525.78,0
1078,Marquez,Hugo,Robinson,76706,9/22/1980,254-932-9243,30,0,0
1259,Vasquez,Giovanny,Waco,76702,7/21/2002,254-695-5952,20,0,0
1593,Terrell,Jordan,Waco,76702,6/6/1949,530-448-9602,10,7407.54,60
1537,Schultz,Kelsie,Woodway,76712,10/10/1964,404-845-5996,30,0,0
1149,Patrick,Jamir,Bellmead,76715,5/12/1950,254-890-6052,10,7706.18,60
1846,Callahan,Janiyah,Hewitt,76643,11/20/1952,254-856-8994,30,0,0
1308,Rice,Denzel,Waco,76702,7/18/1944,254-650-3719,20,0,0
1044,Foreman,Jazmine,Hewitt,76643,2/17/1943,254-644-2145,30,0,0
1478,Perkins,Bruno,Woodway,76712,4/5/2003,361-349-9665,30,3670.73,30
1517,Alexander,Alessandro,Waco,76702,1/26/1998,862-827-4698,10,60.6,30
1403,Grimes,Addisyn,Lorena,76630,12/1/1947,254-779-6760,30,0,0
1956,Hensley,Carley,Waco,76702,10/8/1994,254-611-4893,20,7617.97,0
1758,Mason,Maverick,Robinson,76706,10/18/1984,254-557-9745,30,6566.69,0
1024,Noel,Jermaine,Lorena,76630,12/9/1965,316-564-4464,30,0,0
1916,Gomez,Cameron,Robinson,76706,11/12/1974,254-519-5335,30,0,0
1297,Vinson,Kaylynn,Bellmead,76715,6/12/1959,254-486-9361,10,0,0
1889,Whitney,Marquis,Robinson,76706,5/22/1973,254-664-9138,30,0,0
1759,Vega,Jase,Waco,76702,8/26/1940,218-817-8401,20,0,0
1075,Ware,Quinton,Waco,76702,1/14/1999,254-847-9806,20,0,0
1789,Bryan,Semaj,Moody,76557,11/25/1997,254-971-8310,30,6909.89,0
1160,Reese,Madilynn,Waco,76702,12/17/1947,254-941-4278,20,2211.62,30
1260,Gibbs,Juliette,Waco,76702,6/26/1941,254-763-3074,20,0,0
1473,Herman,Boston,Woodway,76712,8/4/1989,254-262-8591,30,0,0
1002,Travis,Alia,Hewitt,76643,6/1/1971,254-357-7760,30,0,0
1602,Merritt,Stephanie,Robinson,76706,6/25/1954,254-232-7707,30,0,0
1216,Meyers,Jordyn,Waco,76702,9/7/1997,254-878-7907,10,55.52,0
1687,Woods,Giana,Robinson,76706,11/26/1945,254-869-1157,30,0,0
1820,Marquez,Troy,Waco,76702,2/20/1985,254-281-2234,20,0,0
1239,Chapman,Ricardo,Hewitt,76643,3/26/1962,901-724-7007,30,0,0
1848,Rocha,Blake,Waco,76702,1/12/1979,810-374-3850,10,0,0
1857,Sharp,Julianna,Waco,76702,4/21/1961,254-704-3703,20,7925.95,60
1903,Roy,Tripp,Woodway,76712,2/3/1991,304-249-4122,30,6623.99,30
1665,McKenzie,Nathan,Hewitt,76643,10/24/1986,254-586-5290,30,0,0
1587,Kemp,Jayce,Woodway,76712,2/5/1997,254-299-5751,30,0,0
1493,Conner,Jaidyn,Woodway,76712,10/6/1996,225-935-5869,30,0,0
1193,Cooper,Annika,Hewitt,76643,6/11/1971,254-335-4129,30,0,0
1437,Rodriquez,Moises,Waco,76702,5/25/1993,254-523-1240,20,2204.58,30
1530,Burch,Eli,Woodway,76712,10/25/1959,254-328-1856,30,4696.03,30
1288,Pratt,Humberto,Hewitt,76643,9/16/2003,916-482-8532,30,4128.35,0
1678,Watts,Jensen,Hewitt,76643,2/2/1996,254-410-8241,30,9331.7,60
1761,Wells,Slade,Waco,76702,9/19/2001,228-553-3769,20,0,0
1293,Rodriguez,Shania,Robinson,76706,1/9/2002,303-233-9982,30,8610.21,30
1919,Owens,Roland,Hewitt,76643,6/10/1990,254-211-7534,30,0,0
1601,Christian,Jayvion,Waco,76702,2/10/1975,254-361-8677,10,0,0
1396,Allen,Frederick,Hewitt,76643,12/19/1989,254-640-2817,30,0,0
1536,Tyler,Kenna,Woodway,76712,9/19/1978,254-555-7904,30,0,0
1720,Haney,Ansley,Hewitt,76643,7/17/1967,210-579-4840,30,0,0
1354,Williamson,Anthony,Hewitt,76643,3/25/1941,254-531-9748,30,1389.25,30
1440,Morrow,Agustin,Woodway,76712,8/21/1940,254-877-7281,30,5714.72,0
1679,Heath,Wesley,Woodway,76712,6/4/1944,843-933-6005,30,0,0
1021,Kirby,Emerson,Woodway,76712,11/18/1952,254-471-4396,30,4819.93,0
1079,Martin,Blake,Hewitt,76643,7/20/1985,254-219-8412,30,0,0
1847,Snyder,Mateo,Hewitt,76643,6/23/1950,254-832-1068,30,0,0
1502,Ball,Darian,Woodway,76712,9/16/1966,254-855-3535,30,0,0
1989,Morrow,Soren,Hewitt,76643,9/12/1964,337-574-6985,30,0,0
1246,Singleton,Jocelyn,Hewitt,76643,5/11/1944,254-873-1511,30,0,0
1140,Emerson,Catalina,Woodway,76712,3/22/1953,254-933-8271,30,7770.09,30
1802,Callahan,Halle,Hewitt,76643,9/22/1950,254-811-1966,30,0,0
1436,Jimenez,Jaydan,Hewitt,76643,1/25/1948,254-765-2247,30,0,0
1384,Whitaker,Rodney,Woodway,76712,7/20/2003,802-690-4906,30,0,0
1925,Hubbard,Brielle,Woodway,76712,4/25/1951,254-859-8655,30,0,0
1636,Wells,Luciano,Waco,76702,5/10/1949,254-777-5562,10,5432.03,30
1892,Myers,Reyna,Woodway,76712,5/14/1948,385-344-8549,30,0,0
1062,Reese,Antwan,Bellmead,76715,9/7/1984,254-326-6163,10,0,0
1173,Price,Randy,Waco,76702,2/17/1997,254-684-8570,10,1295.41,30
1750,Short,Cailyn,Bellmead,76715,12/17/1979,254-976-7666,10,0,0
1326,Cain,Anabella,Robinson,76706,2/1/1938,254-262-3251,30,0,0
1633,Lamb,Nevaeh,Woodway,76712,2/18/1997,254-867-6583,30,9532.25,90
1306,Fuentes,Gavyn,Waco,76702,3/18/1941,254-700-8447,20,3534.28,30
1401,Marshall,Giselle,Woodway,76712,1/4/1940,208-307-9726,30,8457.9,30
1523,Rivas,Rayne,Bellmead,76715,3/3/1993,254-778-6347,10,1075.6,30
1920,Rush,Adriel,Woodway,76712,4/25/1957,254-771-7472,30,0,0
1884,Hoover,Ann,Waco,76702,5/8/1997,254-881-9434,20,5042.98,0
1464,Stevens,Jonah,Woodway,76712,11/19/1959,254-715-8068,30,5166.7,0
1570,Martinez,Deja,Waco,76702,10/17/1959,254-882-6380,20,1586.17,30
1899,Webster,Amiya,Woodway,76712,3/13/1970,254-512-6899,30,0,0
1952,Snow,Sabrina,Woodway,76712,8/22/1991,254-493-9599,30,0,0
1578,Phelps,Reynaldo,Waco,76702,8/4/1983,254-294-6309,10,0,0
1093,Wood,Demetrius,Waco,76702,5/20/1949,254-839-1756,20,0,0
1655,Britt,Natalie,Lorena,76630,7/26/1940,984-202-4131,30,0,0
1045,Wooten,Maverick,Waco,76702,8/5/1999,254-477-9803,20,5985.58,30
1558,Yang,Luna,Hewitt,76643,5/19/1949,254-395-6243,30,9811.69,0
1528,Simpson,Caroline,Waco,76702,4/10/1949,254-456-1813,20,0,0
1800,Hickman,Uriah,Waco,76702,2/10/1947,254-670-6738,20,4737.44,0
1358,Owen,Timothy,Hewitt,76643,10/8/1996,254-589-2439,30,5261.17,60
1420,Lowery,Mckenna,Bellmead,76715,11/6/1939,254-981-4415,10,7321.87,30
1287,Roach,Elaine,Woodway,76712,2/9/1948,254-684-3951,30,3895.71,60
1865,Carlson,Curtis,Robinson,76706,1/13/1989,254-674-1459,30,0,0
1104,Elliott,Kailee,Bellmead,76715,10/14/1948,773-232-2981,10,186.57,60
1653,Hodges,Teagan,Hewitt,76643,2/19/1944,254-957-4686,30,0,0
1553,Dotson,Phoenix,Lorena,76630,11/25/1991,254-285-8912,30,4346.18,60
1783,Schultz,Marquis,Woodway,76712,8/12/1982,254-691-6742,30,7127.65,30
1714,Guerrero,Zariah,Hewitt,76643,5/24/1993,254-416-9295,30,0,0
1305,Ellison,Jakob,Waco,76702,8/20/1992,254-997-8585,20,0,0
1400,Carr,Landin,Robinson,76706,2/19/2000,302-807-3127,30,7413.55,30
1997,Meyer,Emmalee,Lorena,76630,12/22/2003,254-717-5862,30,0,0
1546,Guy,Liberty,Hewitt,76643,9/17/1991,254-320-1829,30,8438.75,0
1278,Moss,Aaliyah,Waco,76702,2/3/1944,254-435-1451,20,2557.04,0
1781,Quinn,Bronson,Moody,76557,2/5/1953,254-276-5683,30,0,0
1698,Schneider,Nevaeh,Waco,76702,12/23/1997,254-617-2603,20,3946.21,0
1532,Pollard,Matthias,Waco,76702,4/17/1946,254-428-3888,10,0,0
1961,Ball,Ezequiel,Moody,76557,6/6/1953,424-719-9112,30,0,0
1606,Morton,Amare,Waco,76702,11/12/1938,208-365-8141,20,0,0
1217,Gould,Marley,Moody,76557,3/1/1956,254-234-3056,30,0,0
1544,Dale,Hunter,Waco,76702,8/8/1944,254-249-7245,10,0,0
1183,Booker,Maci,Waco,76702,10/3/1984,254-316-9782,10,0,0
1727,Greene,Eliezer,Waco,76702,3/11/1968,254-293-9784,20,6982.9,0
1776,Garza,August,Lorena,76630,9/21/1982,817-806-1523,30,0,0
1428,Hamilton,Derrick,Robinson,76706,7/19/1996,254-885-4407,30,7204.27,30
1876,Osborne,Rayna,Woodway,76712,4/26/2000,254-279-7424,30,0,0
1711,Schmidt,Landon,Woodway,76712,8/18/1993,254-901-8231,30,8951.02,0
1158,Neal,Landin,Woodway,76712,7/9/1945,254-983-7502,30,0,0
1999,Simon,Leo,Moody,76557,4/16/1979,254-969-9521,30,0,0
1345,Sears,Ty,Woodway,76712,5/3/1967,254-832-5914,30,7061.86,60
1960,Ortega,Paige,Bellmead,76715,6/24/1949,254-287-6456,10,0,0
1912,Shaw,Frida,Waco,76702,8/23/1962,319-530-1774,20,0,0
1780,Rivera,Edward,Hewitt,76643,7/7/1946,254-260-2285,30,0,0
1926,Spence,Hugh,Hewitt,76643,6/21/1989,254-588-8753,30,2137.71,30
1254,Hodge,Jaden,Waco,76702,4/14/1970,254-888-4338,20,6864.9,0
1849,Donovan,Gabriella,Hewitt,76643,4/26/1969,304-335-2637,30,0,0
1373,Merritt,Dallas,Lorena,76630,10/2/1977,254-401-3521,30,1311.48,30
1614,Palmer,Jaylin,Robinson,76706,12/8/1992,254-854-4538,30,0,0
1914,Stuart,Taniyah,Lorena,76630,8/20/1993,254-713-1403,30,0,0
1277,Pruitt,Brenton,Bellmead,76715,1/4/2003,254-418-4469,10,0,0
1494,Smith,Alberto,Robinson,76706,3/22/1987,254-524-5327,30,0,0
1690,Johnston,Kymani,Bellmead,76715,7/27/2003,254-812-3577,10,0,0
1769,Alexander,Kason,Waco,76702,8/27/1981,254-787-1933,20,0,0
1037,Schultz,Kadyn,Bellmead,76715,9/10/1988,254-688-1722,10,0,0
1621,Hawkins,Destiney,Bellmead,76715,10/14/1944,254-651-4577,10,1622.25,30
1641,Valencia,Reid,Moody,76557,1/4/1946,254-679-8662,30,0,0
1873,Chapman,Jaxen,Hewitt,76643,12/17/1938,254-637-2341,30,0,0
1304,Rice,Keira,Lorena,76630,7/9/1944,254-340-2733,30,0,0
1990,Walton,Adyson,Robinson,76706,12/10/1990,254-586-2045,30,0,0
1677,Mullen,Isabella,Hewitt,76643,12/7/1941,254-813-8154,30,9830.88,0
1628,Buck,Bo,Hewitt,76643,4/18/1981,254-886-2776,30,0,0
1143,Ramsey,Rylie,Moody,76557,1/11/1947,254-859-1454,30,0,0
1967,McBride,Kirsten,Moody,76557,8/2/1974,254-444-7104,30,6145.98,0
1902,Mueller,Miriam,Hewitt,76643,10/18/1962,254-747-7744,30,0,0
1492,Pierce,Mylee,Bellmead,76715,1/7/1970,254-738-7878,10,986.78,30
1543,Duran,Skyler,Hewitt,76643,3/23/1976,254-720-2631,30,5475.51,30
1683,Ingram,Frankie,Lorena,76630,3/3/1989,254-333-5095,30,0,0
1673,Britt,Kayden,Woodway,76712,10/1/1960,254-320-7531,30,0,0
1929,Hyde,Serena,Woodway,76712,8/17/1972,254-261-1823,30,3278.74,30
1226,Sexton,Angel,Hewitt,76643,5/18/1938,254-653-5039,30,0,0
1469,Everett,Kate,Woodway,76712,5/7/1947,254-287-5490,30,0,0
1034,Beard,Lylah,Waco,76702,12/20/1982,254-252-2210,10,6174.86,30
1752,Foreman,Jacqueline,Woodway,76712,1/16/1987,254-869-8100,30,0,0
1713,Mayo,Jean,Moody,76557,6/23/1983,254-988-1744,30,1033.26,60
1845,Crawford,Francisco,Bellmead,76715,6/13/2001,254-317-1119,10,4663.46,30
1172,Lynch,Oliver,Woodway,76712,8/10/1957,917-454-6801,30,0,0
1414,Chambers,Jeremy,Bellmead,76715,6/5/1939,254-514-3127,10,0,0
1660,Hickman,Karl,Moody,76557,6/22/1951,254-430-4833,30,0,0
1141,Gibbs,Jonathan,Moody,76557,8/26/1992,812-673-6491,30,0,0
1042,Carrillo,Jayce,Woodway,76712,1/24/1956,913-309-6565,30,5425.85,30
1513,Potts,Nina,Hewitt,76643,9/13/1943,254-273-1167,30,0,0
1812,Wall,Brandon,Woodway,76712,9/3/1993,254-408-9418,30,0,0
1965,Chen,Marcos,Hewitt,76643,7/1/1956,254-935-6121,30,0,0
1732,Garrison,Lauren,Woodway,76712,10/27/1988,254-634-6826,30,377.51,30
1455,McKenzie,Jessie,Woodway,76712,1/9/1958,254-273-1924,30,3607.51,30
1089,Raymond,Reyna,Hewitt,76643,12/13/1976,907-823-4923,30,0,0
1681,Trujillo,Emily,Woodway,76712,1/15/1990,630-951-4725,30,0,0
1056,Cummings,Rowan,Woodway,76712,6/14/1975,254-586-8017,30,0,0
1201,McMahon,David,Hewitt,76643,2/2/1987,254-488-8099,30,7462.76,0
1868,Mullen,Jacob,Bellmead,76715,2/18/1938,254-338-4182,10,1363.23,0
1805,Tyler,Ronan,Woodway,76712,6/25/1953,254-525-7951,30,0,0
1241,Dillard,Hallie,Bellmead,76715,3/11/1985,369-984-4199,10,0,0
1252,Wood,Collin,Hewitt,76643,5/22/1972,254-896-2835,30,6051.79,0
1738,Mills,Carley,Waco,76702,7/7/1957,254-403-1614,10,0,0
1402,Frazier,Aspen,Woodway,76712,11/17/1968,254-522-2343,30,2183.96,30
1334,Hodge,Raegan,Hewitt,76643,7/16/1954,254-582-9440,30,0,0
1359,Greer,Kamari,Waco,76702,4/23/1974,601-563-3706,20,0,0
1394,Frost,Prince,Moody,76557,12/22/1958,254-472-2897,30,0,0
1391,Powell,Ainsley,Hewitt,76643,6/18/1971,254-823-7943,30,0,0
1025,Alvarado,Lesly,Waco,76702,1/5/1995,254-631-7965,20,0,0
1091,Alford,Amos,Woodway,76712,12/5/1984,254-923-6967,30,0,0
1061,Clements,Yuliana,Woodway,76712,7/14/1988,254-466-5256,30,5380.4,30
1352,Wilkerson,Kendall,Woodway,76712,10/12/2000,254-933-2768,30,0,0
1142,Huffman,Janiyah,Waco,76702,4/17/1984,254-332-8044,20,0,0
1996,Sloan,Davis,Hewitt,76643,9/9/1958,254-258-7625,30,4380.83,30
1347,Craft,Mira,Woodway,76712,2/11/1983,609-647-3243,30,3828.73,0
1744,Hyde,Lorelai,Waco,76702,1/10/1953,513-399-5415,10,0,0
1035,Oneil,Gianni,Woodway,76712,11/15/1993,254-717-1424,30,2100.68,30
1312,Calhoun,Zachariah,Moody,76557,4/18/1952,402-970-1967,30,4185.73,60
1617,McCarthy,Jaquan,Hewitt,76643,2/10/1990,254-943-6095,30,0,0
1933,Orr,Aaliyah,Waco,76702,1/7/1976,254-738-2958,20,0,0
1556,Hays,Geovanni,Hewitt,76643,9/7/1989,254-681-5756,30,7157.3,30
1315,Everett,Alaina,Waco,76702,6/13/1964,765-770-3489,20,0,0
1099,Nieves,Janice,Hewitt,76643,12/12/1975,254-649-4539,30,0,0
1894,Hood,Cristal,Waco,76702,9/7/1973,254-480-1355,20,8591.3,30
1389,Mendez,Timothy,Hewitt,76643,9/26/1960,254-658-2219,30,0,0
1422,Barry,Titus,Woodway,76712,2/27/1950,254-350-9340,30,1655.66,0
1084,Morse,Savanah,Woodway,76712,4/16/1977,254-487-2422,30,0,0
1126,Parker,Kieran,Woodway,76712,8/21/2001,254-353-7535,30,1526.9,0
1438,Stephenson,Tristin,Hewitt,76643,8/12/1972,254-693-1446,30,3200.65,0
1338,McDowell,Christina,Lorena,76630,12/27/1996,225-462-2943,30,0,0
1462,Hall,Lennon,Hewitt,76643,10/12/1949,254-893-6681,30,2296.42,0
1963,Hays,Clara,Waco,76702,9/16/1958,254-487-2465,10,0,0
1117,Bates,Zain,Moody,76557,5/3/1939,254-774-9328,30,4682.85,0
1753,Koch,Jerry,Waco,76702,12/25/1939,254-922-8351,10,9365.47,0
1760,Hall,Shannon,Waco,76702,4/16/1940,254-598-5442,20,7861.3,30
1592,Burks,Angel,Woodway,76712,12/7/1955,254-911-6574,30,9943.97,0
1283,Little,Annabelle,Lorena,76630,11/22/1999,620-796-5950,30,0,0
1888,Velazquez,Madalyn,Moody,76557,9/19/1979,254-290-8045,30,0,0
1972,Mathews,Kasey,Waco,76702,2/1/1961,327-984-7040,10,5862.36,0
1083,Glass,Valery,Woodway,76712,4/4/1994,254-440-9419,30,0,0
1723,Rivas,Keira,Hewitt,76643,6/2/1950,254-367-4051,30,0,0
1928,Raymond,Phillip,Moody,76557,3/2/1950,254-631-2262,30,0,0
1036,McDowell,Katherine,Hewitt,76643,11/10/1941,254-769-3843,30,2741.29,30
1381,Trevino,Devon,Woodway,76712,8/2/1965,318-425-2418,30,8453.54,0
1969,Nash,Luke,Robinson,76706,4/4/1943,786-978-3231,30,0,0
1074,Miranda,Josiah,Woodway,76712,11/11/1953,254-797-7029,30,0,0
1313,Curtis,Marquis,Woodway,76712,9/2/1962,254-247-7703,30,0,0
1431,James,Rylan,Woodway,76712,5/17/1947,254-950-1853,30,7996.59,0
1586,Willis,Javion,Hewitt,76643,12/4/1968,254-638-6430,30,0,0
1248,Lancaster,Freddy,Woodway,76712,3/24/1978,254-751-9446,30,0,0
1393,Pacheco,Brooklyn,Woodway,76712,12/20/1985,515-609-8754,30,0,0
1225,Swanson,Kiana,Waco,76702,2/5/1979,254-211-9810,20,2302.56,0
1574,Silva,Danna,Robinson,76706,2/26/1967,254-772-3973,30,0,0
1978,Stanton,Gage,Woodway,76712,9/20/1987,254-882-8110,30,0,0
1901,Morgan,Dwayne,Bellmead,76715,7/24/1982,254-501-9263,10,0,0
1161,Osborn,Olivia,Waco,76702,6/27/1990,254-693-3522,20,2054.36,30
1772,Ellison,Issac,Hewitt,76643,8/15/1981,254-715-9049,30,0,0
1886,Burton,Ross,Waco,76702,6/3/1954,316-590-3594,20,0,0
1155,Wallace,Clare,Hewitt,76643,4/18/1995,254-493-4395,30,0,0
1029,Saunders,Noemi,Hewitt,76643,3/18/1947,254-297-8038,30,5523.34,0
1399,Molina,Cade,Hewitt,76643,4/25/1996,254-454-2273,30,766.61,0
1977,Coleman,Elias,Robinson,76706,12/14/1940,254-616-1138,30,3246.36,30
1829,Swanson,Finley,Moody,76557,2/7/1976,254-948-2753,30,0,0
1063,Hancock,Fisher,Moody,76557,3/16/2001,254-697-8002,30,0,0
1295,Washington,Bentley,Robinson,76706,1/21/1977,254-473-5859,30,0,0
1998,Santana,Kasey,Robinson,76706,12/4/1968,254-677-2448,30,1159.57,60
1266,Cortez,Brycen,Hewitt,76643,3/20/1979,724-337-3783,30,5283.13,30
1619,Collier,Katie,Woodway,76712,8/23/1943,254-878-3244,30,9492.31,30
1826,Pittman,Morgan,Hewitt,76643,10/25/1991,254-640-3062,30,6063.98,0
1743,Lawson,Alexus,Woodway,76712,2/26/1993,254-967-4352,30,3643.48,30
1515,Vaughn,Irvin,Robinson,76706,9/27/1994,254-785-3204,30,6595.68,0
1600,Ball,Kadin,Woodway,76712,5/5/1997,254-439-7869,30,2760.31,0
1318,Clements,Christian,Hewitt,76643,4/4/1941,254-990-9303,30,6988.35,30
1508,Reid,Alan,Waco,76702,3/15/1951,254-888-5880,20,0,0
1101,Bates,Penelope,Waco,76702,12/21/1959,254-499-8077,10,3050.54,0
1766,Wise,Samantha,Woodway,76712,3/11/1978,254-383-1935,30,0,0
1340,Maynard,Bryce,Moody,76557,11/6/1998,254-609-1302,30,4519.52,0
1094,Yates,Alejandra,Waco,76702,11/18/1946,254-614-3243,20,1458.61,0
1153,Hancock,Aedan,Hewitt,76643,7/14/2000,254-652-8065,30,0,0
1011,Burnett,Caleb,Woodway,76712,6/10/1997,254-315-9845,30,0,0
1728,Livingston,Vanessa,Bellmead,76715,6/18/1987,254-995-1203,10,0,0
1699,Blankenship,David,Waco,76702,2/12/1949,254-233-8791,20,0,0
1842,Neal,Jordyn,Bellmead,76715,5/15/1997,254-210-8926,10,0,0
1320,Chavez,Crystal,Moody,76557,9/15/1965,254-258-1659,30,2968.04,0
1496,Allison,Camila,Moody,76557,11/23/1985,254-471-1889,30,3458.98,60
1784,Hendricks,Matthew,Robinson,76706,5/16/1954,254-654-5191,30,0,0
1581,Trevino,Gabriella,Hewitt,76643,11/9/1954,254-784-5828,30,0,0
1296,Stout,Jakobe,Hewitt,76643,3/3/1978,254-360-5264,30,0,0
1921,Rodriguez,Avah,Woodway,76712,9/19/1948,254-226-8597,30,2311.04,30
1055,Kirkland,Ally,Woodway,76712,6/3/1939,254-321-9033,30,0,0
1107,Harrell,Dorian,Robinson,76706,2/6/1974,254-940-4774,30,0,0
1909,Ramirez,Heidy,Hewitt,76643,10/4/1980,254-876-4814,30,0,0
1430,Wolf,Felipe,Bellmead,76715,4/15/1968,254-645-3051,10,0,0
1930,Torres,Kelsie,Woodway,76712,9/4/1984,646-446-6862,30,9266.27,0
1317,Frazier,Haiden,Bellmead,76715,11/26/1978,269-797-7596,10,0,0
1700,Sanford,Logan,Hewitt,76643,6/26/2001,254-358-6842,30,0,0
1007,Dorsey,Emilia,Robinson,76706,5/15/1954,254-327-3377,30,0,0
1457,Bean,Yusuf,Moody,76557,12/12/1958,959-268-4009,30,0,0
1589,Ford,Paityn,Lorena,76630,1/19/1999,254-754-6796,30,6665.89,30
1896,Richardson,Finley,Robinson,76706,8/16/1987,254-985-9284,30,726.53,30
1033,Rich,Maximiliano,Hewitt,76643,3/14/1990,254-203-8879,30,0,0
1221,Ward,Tabitha,Robinson,76706,10/16/1986,845-410-5501,30,8831.28,0
1487,Kaufman,Isabella,Hewitt,76643,10/1/1982,254-586-1284,30,8380.89,30
1598,Fleming,Rhett,Bellmead,76715,4/11/2001,502-247-9704,10,4013.71,30
1076,Horton,Stefan,Lorena,76630,8/21/1973,254-364-3134,30,0,0
1229,Pierce,Krish,Woodway,76712,5/18/1966,254-856-1519,30,0,0
1612,Sanford,Diego,Hewitt,76643,9/16/1942,254-651-9638,30,0,0
1604,Lloyd,Sonny,Waco,76702,12/17/1995,254-797-8053,20,6143.14,30
1866,Bowman,Jadiel,Waco,76702,11/12/2000,254-532-4673,20,0,0
1822,Duke,Colby,Waco,76702,12/15/1958,254-791-4271,20,8906.45,0
1974,Perkins,Miles,Bellmead,76715,6/18/1951,254-398-1467,10,9754.59,30
1856,Hinton,Keon,Bellmead,76715,8/10/1985,254-215-7899,10,0,0
1123,Holden,Jaqueline,Robinson,76706,9/19/1951,254-879-6009,30,9817.71,30
1518,Dale,Diamond,Hewitt,76643,3/6/1985,254-897-2036,30,8539.52,30
1735,Collier,Drake,Robinson,76706,5/13/1943,254-553-9960,30,8069.6,0
1684,Barlow,Franklin,Hewitt,76643,5/20/1974,254-517-5479,30,0,0
1244,Evans,Colby,Waco,76702,7/27/1974,254-536-8867,20,0,0
1923,Carson,Guillermo,Waco,76702,8/11/1984,254-319-3794,20,3714.34,30
1565,Price,Lilyana,Hewitt,76643,10/1/1967,254-732-3466,30,4433.47,90
1557,Gibbs,Dayanara,Hewitt,76643,1/22/1944,254-499-5904,30,0,0
1539,Beard,Rylan,Bellmead,76715,6/9/1997,254-658-3147,10,0,0
1184,Allen,Emerson,Lorena,76630,8/8/1970,254-689-7080,30,4604.29,30
1379,Sparks,Edwin,Hewitt,76643,12/27/1940,254-897-4889,30,9062.33,0
1560,Stuart,Kolton,Bellmead,76715,3/23/1993,207-422-3980,10,0,0
1721,Raymond,Parker,Bellmead,76715,10/6/1998,254-478-2019,10,3106.4,0
1519,Malone,Aspen,Lorena,76630,2/1/1975,254-950-9270,30,1238.7,30
1798,Bird,Nathaniel,Lorena,76630,8/25/1946,254-978-5302,30,6386.97,30
1599,Charles,Heidy,Hewitt,76643,4/3/1974,254-735-5547,30,0,0
1191,Cameron,Dominick,Waco,76702,8/16/2003,254-651-4724,10,3729.91,30
1120,Singleton,Kira,Hewitt,76643,4/22/1964,254-586-7092,30,7805.62,0
1726,McKenzie,Abby,Moody,76557,3/22/1942,254-410-4918,30,8011.7,0
1746,Wise,Kolton,Woodway,76712,3/20/1952,254-755-6354,30,0,0
1616,Golden,Ashton,Moody,76557,9/15/1977,254-620-8259,30,0,0
1706,Webb,Marlie,Waco,76702,4/15/1938,254-946-9106,10,0,0
1171,Tate,Eli,Lorena,76630,4/7/1947,941-680-1699,30,0,0
1332,McCray,Juliette,Hewitt,76643,1/23/1972,254-956-3020,30,5633.53,30
1096,Glenn,Nikolai,Lorena,76630,7/2/1972,254-852-3901,30,8454.4,60
1218,Meyers,Quinn,Hewitt,76643,10/1/1939,254-881-7722,30,0,0
1542,Holland,Tia,Woodway,76712,1/21/1959,254-664-4540,30,0,0
1150,Martinez,Demetrius,Hewitt,76643,4/18/1966,254-672-1755,30,0,0
1634,Daugherty,Fredrick,Bellmead,76715,1/10/1982,254-287-8220,10,8600.12,30
1411,Conner,Deven,Bellmead,76715,8/15/1994,254-435-9813,10,5806.46,0
1801,Roberts,Akira,Moody,76557,11/1/1939,254-712-4899,30,83.63,0
1550,Berg,Sidney,Waco,76702,10/10/1973,254-483-8883,20,2543.45,30
1364,Pittman,Kaydence,Lorena,76630,7/6/1955,254-815-7445,30,0,0
1466,Orr,Brooklyn,Hewitt,76643,6/6/1985,303-706-6264,30,5845.8,30
1333,Hughes,Luciana,Waco,76702,10/23/1943,254-919-7785,20,2072.08,30
1947,Crane,Kieran,Bellmead,76715,4/16/1971,254-954-6408,10,3800.92,0
1098,Conner,Leia,Bellmead,76715,4/22/1998,254-299-5060,10,5921.38,0
1622,Rios,Damarion,Lorena,76630,12/11/1938,254-919-4009,30,8463.75,0
1147,Monroe,Cailyn,Bellmead,76715,11/12/1949,254-848-9668,10,0,0
1121,Oliver,Abril,Hewitt,76643,3/21/1941,608-714-6937,30,0,0
1423,Hatfield,Quinten,Waco,76702,10/19/1998,757-969-7202,10,0,0
1284,Cooper,Isabela,Waco,76702,6/3/1945,254-822-1922,20,0,0
1088,Estrada,Ella,Moody,76557,3/6/1980,254-683-6891,30,0,0
1441,Best,Dante,Woodway,76712,5/14/1962,254-385-3403,30,3449.4,30
1705,Webb,Ahmed,Bellmead,76715,3/17/1999,254-269-5709,10,7032.8,0
1941,Yang,Sergio,Hewitt,76643,9/19/1967,254-374-9168,30,7386.7,30
1237,Morales,Connor,Waco,76702,2/24/2003,254-963-4701,20,0,0
1016,Salazar,Trystan,Bellmead,76715,8/8/1981,254-357-9212,10,4087.54,0
1032,McGowan,Marcos,Hewitt,76643,3/16/1972,254-562-6390,30,0,0
